"","JKSE.Open","JKSE.High","JKSE.Low","JKSE.Close","JKSE.Volume","JKSE.Adjusted","Date"
"2018-01-24",6635.758789,6641.172852,6588.625,6615.492188,116046200,6615.492188,"2018-01-24"
"2018-01-25",6629.368164,6636.585938,6581.672852,6615.328125,121967500,6615.328125,"2018-01-25"
"2018-01-26",6616.125977,6677.366211,6615.866211,6660.618164,102507800,6660.618164,"2018-01-26"
"2018-01-29",6672.990234,6686.347168,6634.888184,6680.619141,99262500,6680.619141,"2018-01-29"
"2018-01-30",6666.827148,6675.759766,6546.645996,6575.492188,99970800,6575.492188,"2018-01-30"
"2018-01-31",6547.986816,6627.834961,6522.661133,6605.630859,113846700,6605.630859,"2018-01-31"
"2018-02-01",6625.354004,6658.876953,6598.458984,6598.458984,119722100,6598.458984,"2018-02-01"
"2018-02-02",6638.163086,6655.612793,6621.442871,6628.819824,88106200,6628.819824,"2018-02-02"
"2018-02-05",6556.679199,6612.451172,6522.544922,6589.674805,97541600,6589.674805,"2018-02-05"
"2018-02-06",6505.192871,6519.291016,6426.76416,6478.542969,139033900,6478.542969,"2018-02-06"
"2018-02-07",6525.562988,6582.51123,6512.071777,6534.869141,117224500,6534.869141,"2018-02-07"
"2018-02-08",6543.625,6549.179199,6519.094238,6544.633789,106322700,6544.633789,"2018-02-08"
"2018-02-09",6491.286133,6505.522949,6460.643066,6505.522949,95625500,6505.522949,"2018-02-09"
"2018-02-12",6508.051758,6531.560059,6498.687988,6523.454102,118793800,6523.454102,"2018-02-12"
"2018-02-13",6545,6595.895996,6544.671875,6578.178223,102882100,6578.178223,"2018-02-13"
"2018-02-14",6577.11084,6599.311035,6572.499023,6594.400879,77060800,6594.400879,"2018-02-14"
"2018-02-15",6615.903809,6624.626953,6583.186035,6591.582031,85432100,6591.582031,"2018-02-15"
"2018-02-16",NA,NA,NA,NA,NA,NA,"2018-02-16"
"2018-02-19",6610.73291,6689.287109,6607.907227,6689.287109,96729300,6689.287109,"2018-02-19"
"2018-02-20",6687.230957,6693.46582,6625.742188,6662.875977,129364100,6662.875977,"2018-02-20"
"2018-02-21",6649.179199,6665.893066,6614.233887,6643.399902,179201300,6643.399902,"2018-02-21"
"2018-02-22",6646.347168,6648.751953,6586.311035,6593.060059,107066100,6593.060059,"2018-02-22"
"2018-02-23",6608.53418,6659.26123,6608.53418,6619.804199,93737300,6619.804199,"2018-02-23"
"2018-02-26",6615.374023,6624.02002,6554.672852,6554.672852,97778800,6554.672852,"2018-02-26"
"2018-02-27",6573.695801,6598.925781,6562.839844,6598.925781,107099600,6598.925781,"2018-02-27"
"2018-02-28",6595.859863,6609.403809,6564.481934,6597.217773,97106200,6597.217773,"2018-02-28"
"2018-03-01",6605.313965,6630.128906,6596.87207,6606.053223,92351900,6606.053223,"2018-03-01"
"2018-03-02",6597.709961,6597.709961,6561.044922,6582.315918,82306900,6582.315918,"2018-03-02"
"2018-03-05",6594.516113,6607.165039,6543.661133,6550.592773,77760400,6550.592773,"2018-03-05"
"2018-03-06",6577.179199,6589.721191,6492.951172,6500.11084,77769000,6500.11084,"2018-03-06"
"2018-03-07",6500.963867,6516.888184,6346.665039,6368.26709,108599800,6368.26709,"2018-03-07"
"2018-03-08",6410.708984,6443.059082,6371.972168,6443.020996,87324300,6443.020996,"2018-03-08"
"2018-03-09",6448.193848,6459.030762,6382.893066,6433.321777,73609100,6433.321777,"2018-03-09"
"2018-03-12",6459.320801,6500.686035,6459.320801,6500.686035,76177600,6500.686035,"2018-03-12"
"2018-03-13",6497.463867,6501.130859,6399.391113,6412.846191,82608900,6412.846191,"2018-03-13"
"2018-03-14",6410.888184,6412.746094,6363.630859,6382.623047,86246600,6382.623047,"2018-03-14"
"2018-03-15",6366.930176,6372.091797,6316.209961,6321.903809,82187500,6321.903809,"2018-03-15"
"2018-03-16",6323.413086,6328.789063,6236.23877,6304.952148,88297100,6304.952148,"2018-03-16"
"2018-03-19",6315.332031,6319.651855,6277.758789,6289.571777,77658600,6289.571777,"2018-03-19"
"2018-03-20",6266.581055,6271.716797,6207.167969,6243.577148,76662600,6243.577148,"2018-03-20"
"2018-03-21",6260.185059,6315.066895,6260.066895,6312.831055,89583500,6312.831055,"2018-03-21"
"2018-03-22",6331.97998,6351.308105,6252.975098,6254.074219,77992400,6254.074219,"2018-03-22"
"2018-03-23",6138.108887,6210.698242,6085.205078,6210.698242,75539100,6210.698242,"2018-03-23"
"2018-03-26",6178.728027,6205.573242,6167.338867,6200.171875,62145400,6200.171875,"2018-03-26"
"2018-03-27",6246.228027,6274.298828,6188.60791,6209.350098,70878900,6209.350098,"2018-03-27"
"2018-03-28",6195.477051,6197.005859,6116.887207,6140.836914,61446800,6140.836914,"2018-03-28"
"2018-03-29",6153.64502,6188.986816,6101.765137,6188.986816,59162000,6188.986816,"2018-03-29"
"2018-03-30",NA,NA,NA,NA,NA,NA,"2018-03-30"
"2018-04-02",6194.513184,6240.570801,6168.373047,6240.570801,58966000,6240.570801,"2018-04-02"
"2018-04-03",6212.76709,6234.568848,6202.128906,6229.013184,61788600,6229.013184,"2018-04-03"
"2018-04-04",6240.983887,6250.14209,6137.162109,6157.096191,72730600,6157.096191,"2018-04-04"
"2018-04-05",6194.101074,6211.871094,6176.704102,6183.227051,62063900,6183.227051,"2018-04-05"
"2018-04-06",6184.870117,6192.422852,6165.205078,6175.051758,59659700,6175.051758,"2018-04-06"
"2018-04-09",6179.380859,6246.130859,6178.176758,6246.130859,64251100,6246.130859,"2018-04-09"
"2018-04-10",6244.352051,6334.470215,6243,6325.817871,63897300,6325.817871,"2018-04-10"
"2018-04-11",6352.60498,6380.354004,6349.64209,6360.932129,72747400,6360.932129,"2018-04-11"
"2018-04-12",6351.046875,6356.145996,6289.86377,6310.801758,65143600,6310.801758,"2018-04-12"
"2018-04-13",6322.946777,6335.205078,6270.327148,6270.327148,55764300,6270.327148,"2018-04-13"
"2018-04-16",6279.632813,6305.030762,6262.23877,6286.748047,56984800,6286.748047,"2018-04-16"
"2018-04-17",6290.86377,6303.971191,6259.592773,6285.762207,89647000,6285.762207,"2018-04-17"
"2018-04-18",6302.979004,6320.004883,6297.946777,6320.004883,79669800,6320.004883,"2018-04-18"
"2018-04-19",6321.224121,6355.900879,6319.576172,6355.900879,75020900,6355.900879,"2018-04-19"
"2018-04-20",6355.996094,6360.315918,6314.202148,6337.694824,60183000,6337.694824,"2018-04-20"
"2018-04-23",6328.645996,6335.449219,6298.378906,6308.147949,62110600,6308.147949,"2018-04-23"
"2018-04-24",6313.723145,6316.703125,6225.547852,6229.634766,58631000,6229.634766,"2018-04-24"
"2018-04-25",6219.76416,6220.038086,6070.790039,6079.850098,58356100,6079.850098,"2018-04-25"
"2018-04-26",6080.383789,6089.095215,5894.154785,5909.198242,67664100,5909.198242,"2018-04-26"
"2018-04-27",5968.876953,5997.500977,5885.341797,5919.237793,55164900,5919.237793,"2018-04-27"
"2018-04-30",5937.075195,6005.878906,5936.526855,5994.595215,59188600,5994.595215,"2018-04-30"
"2018-05-01",NA,NA,NA,NA,NA,NA,"2018-05-01"
"2018-05-02",5999.361816,6012.938965,5970.398926,6012.237793,67805700,6012.237793,"2018-05-02"
"2018-05-03",5990.161133,5996.48584,5858.731934,5858.731934,61109700,5858.731934,"2018-05-03"
"2018-05-04",5849.309082,5855.105957,5768.383789,5792.345215,52388700,5792.345215,"2018-05-04"
"2018-05-07",5814.956055,5885.098145,5808.188965,5885.098145,52856100,5885.098145,"2018-05-07"
"2018-05-08",5862.779785,5866.079102,5752.800781,5774.71582,57813800,5774.71582,"2018-05-08"
"2018-05-09",5734.180176,5917.816895,5716.645996,5907.937988,66282300,5907.937988,"2018-05-09"
"2018-05-10",NA,NA,NA,NA,NA,NA,"2018-05-10"
"2018-05-11",5923.092773,6023.041016,5921.193848,5956.832031,66776200,5956.832031,"2018-05-11"
"2018-05-14",5933.460938,5947.154785,5853.438965,5947.154785,56191400,5947.154785,"2018-05-14"
"2018-05-15",5926.077148,5940.421875,5833.634766,5838.116211,64487000,5838.116211,"2018-05-15"
"2018-05-16",5780.87793,5841.463867,5738.578125,5841.463867,62283300,5841.463867,"2018-05-16"
"2018-05-17",5854.869141,5898.297852,5815.919922,5815.919922,67370600,5815.919922,"2018-05-17"
"2018-05-18",5831.051758,5843.451172,5783.310059,5783.310059,55495900,5783.310059,"2018-05-18"
"2018-05-21",5779.242188,5786.391113,5719.475098,5733.854004,63717500,5733.854004,"2018-05-21"
"2018-05-22",5767.62793,5813.429199,5751.119141,5751.119141,67420300,5751.119141,"2018-05-22"
"2018-05-23",5764.418945,5850.539063,5764.312012,5792.000977,60646300,5792.000977,"2018-05-23"
"2018-05-24",5833.616211,5954.308105,5833.353027,5946.538086,71497000,5946.538086,"2018-05-24"
"2018-05-25",5957.425781,6003.244141,5949.521973,5975.742188,58672900,5975.742188,"2018-05-25"
"2018-05-28",5979.620117,6080.506836,5977.003906,6068.325195,66767100,6068.325195,"2018-05-28"
"2018-05-29",NA,NA,NA,NA,NA,NA,"2018-05-29"
"2018-05-30",6037.434082,6095.828125,6001.801758,6011.055176,76998100,6011.055176,"2018-05-30"
"2018-05-31",6037.262207,6055.015137,5934.804199,5983.586914,91923400,5983.586914,"2018-05-31"
"2018-06-01",NA,NA,NA,NA,NA,NA,"2018-06-01"
"2018-06-04",6004.119141,6032.993164,6001.201172,6014.818848,77906000,6014.818848,"2018-06-04"
"2018-06-05",6031.370117,6088.790039,6025.557129,6088.790039,71163800,6088.790039,"2018-06-05"
"2018-06-06",6083.920898,6096.723145,6063.334961,6069.712891,68433200,6069.712891,"2018-06-06"
"2018-06-07",6090.975098,6116.433105,6077.855957,6106.698242,61086000,6106.698242,"2018-06-07"
"2018-06-08",6083.332031,6096.657227,5987.329102,5993.626953,53952100,5993.626953,"2018-06-08"
"2018-06-11",NA,NA,NA,NA,NA,NA,"2018-06-11"
"2018-06-12",NA,NA,NA,NA,NA,NA,"2018-06-12"
"2018-06-13",NA,NA,NA,NA,NA,NA,"2018-06-13"
"2018-06-14",NA,NA,NA,NA,NA,NA,"2018-06-14"
"2018-06-15",NA,NA,NA,NA,NA,NA,"2018-06-15"
"2018-06-18",NA,NA,NA,NA,NA,NA,"2018-06-18"
"2018-06-19",NA,NA,NA,NA,NA,NA,"2018-06-19"
"2018-06-20",5941.793945,5947.78418,5834.134766,5884.039063,62441700,5884.039063,"2018-06-20"
"2018-06-21",5890.064941,5922.702148,5815.453125,5822.333008,51405000,5822.333008,"2018-06-21"
"2018-06-22",5820.187988,5837.652832,5787.682129,5821.812012,58773500,5821.812012,"2018-06-22"
"2018-06-25",5850.313965,5891.481934,5801.594238,5859.083008,54948400,5859.083008,"2018-06-25"
"2018-06-26",5831.595215,5878.037109,5820.751953,5825.648926,59068400,5825.648926,"2018-06-26"
"2018-06-27",5832.584961,5859.603027,5787.551758,5787.551758,55552900,5787.551758,"2018-06-27"
"2018-06-28",5791.583008,5801.349121,5661.007813,5667.318848,60061700,5667.318848,"2018-06-28"
"2018-06-29",5691.686035,5799.236816,5682.658203,5799.236816,65331400,5799.236816,"2018-06-29"
"2018-07-02",5828.495117,5832.222168,5746.77002,5746.77002,48029600,5746.77002,"2018-07-02"
"2018-07-03",5737.35498,5752.317871,5630.100098,5633.937012,49554000,5633.937012,"2018-07-03"
"2018-07-04",5640.562988,5738.925781,5557.558105,5733.63916,56623500,5733.63916,"2018-07-04"
"2018-07-05",5727.912109,5739.332031,5685.751953,5739.332031,51660500,5739.332031,"2018-07-05"
"2018-07-06",5733.130859,5743.359863,5694.912109,5694.912109,46286700,5694.912109,"2018-07-06"
"2018-07-09",5719.856934,5815.446777,5716.394043,5807.375,52683800,5807.375,"2018-07-09"
"2018-07-10",5839.036133,5888.592773,5829.681152,5881.759766,53761000,5881.759766,"2018-07-10"
"2018-07-11",5842.990234,5897.957031,5822.751953,5893.358887,62397700,5893.358887,"2018-07-11"
"2018-07-12",5873.048828,5931.519043,5873.048828,5907.87207,57014300,5907.87207,"2018-07-12"
"2018-07-13",5908.478027,5961.336914,5908.478027,5944.074219,54856000,5944.074219,"2018-07-13"
"2018-07-16",5941.912109,5956.796875,5847.34082,5905.158203,46500100,5905.158203,"2018-07-16"
"2018-07-17",5881.791016,5884.799805,5840.937012,5861.507813,52518200,5861.507813,"2018-07-17"
"2018-07-18",5868.871094,5899.652832,5858.975098,5890.730957,69005100,5890.730957,"2018-07-18"
"2018-07-19",5902.025879,5920.929199,5857.143066,5871.077148,61506700,5871.077148,"2018-07-19"
"2018-07-20",5867.808105,5884.633789,5842.930176,5872.78418,56088500,5872.78418,"2018-07-20"
"2018-07-23",5886.516113,5928.080078,5884.976074,5915.795898,51917100,5915.795898,"2018-07-23"
"2018-07-24",5934.408203,5945.850098,5925.049805,5931.841797,59374900,5931.841797,"2018-07-24"
"2018-07-25",5941.129883,5947.501953,5923.200195,5933.88916,84148200,5933.88916,"2018-07-25"
"2018-07-26",5949.657227,5967.595215,5928.743164,5946.13623,82412300,5946.13623,"2018-07-26"
"2018-07-27",5947.355957,5992.053223,5947.060059,5989.13623,65570700,5989.13623,"2018-07-27"
"2018-07-30",5998.097168,6027.936035,5994.079102,6027.936035,72156300,6027.936035,"2018-07-30"
"2018-07-31",6012.926758,6013.86377,5910.528809,5936.442871,86530400,5936.442871,"2018-07-31"
"2018-08-01",5952.938965,6034.548828,5945.442871,6033.418945,59853600,6033.418945,"2018-08-01"
"2018-08-02",6039.586914,6055.066895,6011.723145,6011.723145,77818300,6011.723145,"2018-08-02"
"2018-08-03",6014.796875,6023.475098,5994.042969,6007.538086,57227000,6007.538086,"2018-08-03"
"2018-08-06",6025.606934,6102.539063,6025.425781,6101.130859,66226000,6101.130859,"2018-08-06"
"2018-08-07",6100.00293,6113.991211,6079.47998,6091.25,60294800,6091.25,"2018-08-07"
"2018-08-08",6110.84082,6117.292969,6081.633789,6094.829102,64676700,6094.829102,"2018-08-08"
"2018-08-09",6084.751953,6105.917969,6055.269043,6065.255859,62375600,6065.255859,"2018-08-09"
"2018-08-10",6084.801758,6107.695801,6059.98877,6077.172852,52870700,6077.172852,"2018-08-10"
"2018-08-13",6029.469238,6034.560059,5861.246094,5861.246094,60906300,5861.246094,"2018-08-13"
"2018-08-14",5850.719238,5890.98877,5744.575195,5769.873047,56998100,5769.873047,"2018-08-14"
"2018-08-15",5782.381836,5819.64209,5689.936035,5816.589844,62023800,5816.589844,"2018-08-15"
"2018-08-16",5788.062988,5811.625,5743.495117,5783.797852,53443300,5783.797852,"2018-08-16"
"2018-08-17",NA,NA,NA,NA,NA,NA,"2018-08-17"
"2018-08-20",5833.539063,5919.332031,5833.539063,5892.191895,55005100,5892.191895,"2018-08-20"
"2018-08-21",5899.297852,5953.907227,5899.297852,5944.300781,59014700,5944.300781,"2018-08-21"
"2018-08-22",NA,NA,NA,NA,NA,NA,"2018-08-22"
"2018-08-23",5962.101074,5991.298828,5934.290039,5982.984863,53558900,5982.984863,"2018-08-23"
"2018-08-24",5975.415039,5993.60498,5949.60791,5968.75,49474100,5968.75,"2018-08-24"
"2018-08-27",5993.763184,6025.967773,5993.703125,6025.967773,65676000,6025.967773,"2018-08-27"
"2018-08-28",6042.891113,6065.253906,6023.221191,6042.649902,59104800,6042.649902,"2018-08-28"
"2018-08-29",6025.602051,6065.148926,6003.494141,6065.148926,63016700,6065.148926,"2018-08-29"
"2018-08-30",6075.27002,6086.943848,6013.373047,6018.963867,58498700,6018.963867,"2018-08-30"
"2018-08-31",5984.961914,6018.459961,5940.648926,6018.459961,59513900,6018.459961,"2018-08-31"
"2018-09-03",6025.411133,6026.915039,5954.928223,5967.579102,44310800,5967.579102,"2018-09-03"
"2018-09-04",5974.763184,5978.72998,5889.095215,5905.300781,53980900,5905.300781,"2018-09-04"
"2018-09-05",5868.775879,5868.775879,5621.604004,5683.500977,71761700,5683.500977,"2018-09-05"
"2018-09-06",5661.963867,5786.665039,5660.865234,5776.095215,57940400,5776.095215,"2018-09-06"
"2018-09-07",5780.806152,5851.464844,5769.251953,5851.464844,54320700,5851.464844,"2018-09-07"
"2018-09-10",5835.375977,5840.867188,5776.015137,5831.117188,53873400,5831.117188,"2018-09-10"
"2018-09-11",NA,NA,NA,NA,NA,NA,"2018-09-11"
"2018-09-12",5839.314941,5870.599121,5798.150879,5798.150879,61414500,5798.150879,"2018-09-12"
"2018-09-13",5834.765137,5865.068848,5834.765137,5858.273926,66435500,5858.273926,"2018-09-13"
"2018-09-14",5870.984863,5931.280762,5870.984863,5931.280762,56571400,5931.280762,"2018-09-14"
"2018-09-17",5908.425781,5911.652832,5811.919922,5824.256836,59608300,5824.256836,"2018-09-17"
"2018-09-18",5818.720215,5844.951172,5781.289063,5811.790039,70975800,5811.790039,"2018-09-18"
"2018-09-19",5835.794922,5882.660156,5835.794922,5873.597168,69601100,5873.597168,"2018-09-19"
"2018-09-20",5898.481934,5941.015137,5897.598145,5931.266113,70876500,5931.266113,"2018-09-20"
"2018-09-21",5956.499023,5975.169922,5935.038086,5957.744141,86255700,5957.744141,"2018-09-21"
"2018-09-24",5958.567871,5958.567871,5876.648926,5882.220215,68687600,5882.220215,"2018-09-24"
"2018-09-25",5875.158203,5895.02002,5850.75,5874.298828,65935500,5874.298828,"2018-09-25"
"2018-09-26",5871.558105,5908.588867,5870.299805,5873.270996,75063400,5873.270996,"2018-09-26"
"2018-09-27",5871.435059,5931.724121,5870.538086,5929.21582,59721100,5929.21582,"2018-09-27"
"2018-09-28",5930.60498,5976.553223,5930.60498,5976.553223,62677100,5976.553223,"2018-09-28"
"2018-10-01",5950.85791,5982.064941,5944.601074,5944.601074,60605000,5944.601074,"2018-10-01"
"2018-10-02",5947.25,5956.777832,5862.955078,5875.619141,87701600,5875.619141,"2018-10-02"
"2018-10-03",5874.495117,5921.566895,5848.162109,5867.736816,72943100,5867.736816,"2018-10-03"
"2018-10-04",5847.599121,5847.599121,5742.308105,5756.619141,87537800,5756.619141,"2018-10-04"
"2018-10-05",5738.594238,5758.27002,5706.398926,5731.935059,64862100,5731.935059,"2018-10-05"
"2018-10-08",5728.698242,5794.432129,5728.638184,5761.073242,73665700,5761.073242,"2018-10-08"
"2018-10-09",5771.916992,5796.790039,5756.242188,5796.790039,64525600,5796.790039,"2018-10-09"
"2018-10-10",5815.286133,5832.928223,5798.743164,5820.667969,68341300,5820.667969,"2018-10-10"
"2018-10-11",5733.996094,5746.243164,5669.723145,5702.821777,90536700,5702.821777,"2018-10-11"
"2018-10-12",5722.486816,5788.680176,5722.486816,5756.490234,60181200,5756.490234,"2018-10-12"
"2018-10-15",5786.664063,5816.042969,5725.580078,5727.255859,65107300,5727.255859,"2018-10-15"
"2018-10-16",5737.941895,5800.816895,5719.508789,5800.816895,64884300,5800.816895,"2018-10-16"
"2018-10-17",5833.25293,5868.620117,5819.174805,5868.620117,64580100,5868.620117,"2018-10-17"
"2018-10-18",5850.124023,5858.788086,5811.924805,5845.242188,62773900,5845.242188,"2018-10-18"
"2018-10-19",5810.129883,5861.990234,5796.78418,5837.291016,63540800,5837.291016,"2018-10-19"
"2018-10-22",5841.418945,5869.651855,5827.629883,5840.435059,68594500,5840.435059,"2018-10-22"
"2018-10-23",5838.690918,5848.043945,5797.335938,5797.891113,61556000,5797.891113,"2018-10-23"
"2018-10-24",5795.750977,5818.839844,5709.416992,5709.416992,71593900,5709.416992,"2018-10-24"
"2018-10-25",5629.950195,5754.964844,5623.842773,5754.964844,51569200,5754.964844,"2018-10-25"
"2018-10-26",5761.451172,5790.953125,5748.61377,5784.920898,52533300,5784.920898,"2018-10-26"
"2018-10-29",5788.924805,5814.679199,5747.03418,5754.606934,49595700,5754.606934,"2018-10-29"
"2018-10-30",5755.02002,5789.100098,5733.240234,5789.100098,59748100,5789.100098,"2018-10-30"
"2018-10-31",5817.492188,5835.173828,5769.544922,5831.649902,69910100,5831.649902,"2018-10-31"
"2018-11-01",5855.222168,5883.220215,5815.756836,5835.919922,63198100,5835.919922,"2018-11-01"
"2018-11-02",5873.006836,5906.291992,5827.153809,5906.291992,67022200,5906.291992,"2018-11-02"
"2018-11-05",5895.243164,5926.634766,5886.206055,5920.594238,53671600,5920.594238,"2018-11-05"
"2018-11-06",5942.321777,5959.96582,5898.563965,5923.930176,53343100,5923.930176,"2018-11-06"
"2018-11-07",5942.223145,5947.608887,5891.140137,5939.88623,62481200,5939.88623,"2018-11-07"
"2018-11-08",5972.327148,5996.84082,5949.516113,5976.806152,73188500,5976.806152,"2018-11-08"
"2018-11-09",5934.178223,5936.03418,5859.087891,5874.153809,65342000,5874.153809,"2018-11-09"
"2018-11-12",5865.741211,5884.081055,5777.053223,5777.053223,53857800,5777.053223,"2018-11-12"
"2018-11-13",5754.598145,5850.376953,5747.530762,5835.198242,58918000,5835.198242,"2018-11-13"
"2018-11-14",5857.721191,5896.801758,5851.792969,5858.292969,72751500,5858.292969,"2018-11-14"
"2018-11-15",5885.216797,5960.398926,5880.212891,5955.73584,60149800,5955.73584,"2018-11-15"
"2018-11-16",5975.11084,6058.825195,5968.673828,6012.350098,61140800,6012.350098,"2018-11-16"
"2018-11-19",6028.336914,6036.98877,5974.134766,6005.296875,56032100,6005.296875,"2018-11-19"
"2018-11-20",NA,NA,NA,NA,NA,NA,"2018-11-20"
"2018-11-21",5942.199219,5978.595215,5908.00293,5948.051758,62393500,5948.051758,"2018-11-21"
"2018-11-22",5936.661133,5997.637207,5936.661133,5990.810059,76590600,5990.810059,"2018-11-22"
"2018-11-23",5998.027832,6017.458008,5971.98877,6006.202148,62607300,6006.202148,"2018-11-23"
"2018-11-26",5997.73291,6025.991211,5990.984863,6022.777832,67223700,6022.777832,"2018-11-26"
"2018-11-27",6002.391113,6034.184082,5992.883789,6013.588867,69182000,6013.588867,"2018-11-27"
"2018-11-28",6027.582031,6030.895996,5990.345215,5991.246094,72385300,5991.246094,"2018-11-28"
"2018-11-29",6030.73877,6107.167969,6029.661133,6107.167969,71888500,6107.167969,"2018-11-29"
"2018-11-30",6104.637207,6117.194824,6056.124023,6056.124023,104904600,6056.124023,"2018-11-30"
"2018-12-03",6118.063965,6157.300781,6101.743164,6118.319824,84784300,6118.319824,"2018-12-03"
"2018-12-04",6118.633789,6152.859863,6118.469238,6152.859863,65189800,6152.859863,"2018-12-04"
"2018-12-05",6097.644043,6133.120117,6064.832031,6133.120117,67897200,6133.120117,"2018-12-05"
"2018-12-06",6095.006836,6131.631836,6086.131836,6115.493164,65929300,6115.493164,"2018-12-06"
"2018-12-07",6108.950195,6141.470215,6103.176758,6126.355957,66079200,6126.355957,"2018-12-07"
"2018-12-10",6103.097168,6121.780762,6078.631836,6111.359863,56866400,6111.359863,"2018-12-10"
"2018-12-11",6095.349121,6106.984863,6069.161133,6076.586914,71781900,6076.586914,"2018-12-11"
"2018-12-12",6097.730957,6118.226074,6084.338867,6115.577148,79263500,6115.577148,"2018-12-12"
"2018-12-13",6140.875977,6186.046875,6139.332031,6177.720215,82093700,6177.720215,"2018-12-13"
"2018-12-14",6178.566895,6185.47998,6160.352051,6169.842773,61924800,6169.842773,"2018-12-14"
"2018-12-17",6163.62793,6174.220215,6089.305176,6089.305176,61873200,6089.305176,"2018-12-17"
"2018-12-18",6056.23291,6081.867188,6014.794922,6081.867188,60526100,6081.867188,"2018-12-18"
"2018-12-19",6076.294922,6176.094238,6076.221191,6176.094238,82872200,6176.094238,"2018-12-19"
"2018-12-20",6144.936035,6160.413086,6112.055176,6147.875977,64812900,6147.875977,"2018-12-20"
"2018-12-21",6117.835938,6165.28418,6110.609863,6163.596191,59446800,6163.596191,"2018-12-21"
"2018-12-24",NA,NA,NA,NA,NA,NA,"2018-12-24"
"2018-12-25",NA,NA,NA,NA,NA,NA,"2018-12-25"
"2018-12-26",6126.652832,6144.60498,6094.412109,6127.850098,53220400,6127.850098,"2018-12-26"
"2018-12-27",6173.518066,6191.703125,6157.652832,6190.643066,65545500,6190.643066,"2018-12-27"
"2018-12-28",6200.296875,6212.125,6176.630859,6194.498047,69954900,6194.498047,"2018-12-28"
"2018-12-31",NA,NA,NA,NA,NA,NA,"2018-12-31"
"2019-01-01",NA,NA,NA,NA,NA,NA,"2019-01-01"
"2019-01-02",6197.871094,6205.89502,6164.833984,6181.174805,52797800,6181.174805,"2019-01-02"
"2019-01-03",6176.151855,6221.009766,6176.151855,6221.009766,72166700,6221.009766,"2019-01-03"
"2019-01-04",6211.096191,6274.540039,6200.854004,6274.540039,80858100,6274.540039,"2019-01-04"
"2019-01-07",6317.625977,6354.757813,6287.224121,6287.224121,90278300,6287.224121,"2019-01-07"
"2019-01-08",6292.263184,6316.240234,6251.375977,6262.847168,90537400,6262.847168,"2019-01-08"
"2019-01-09",6296.115234,6311.579102,6265.326172,6272.237793,105604200,6272.237793,"2019-01-09"
"2019-01-10",6293.958008,6328.713867,6268.507813,6328.713867,122462300,6328.713867,"2019-01-10"
"2019-01-11",6347.973145,6361.464844,6337.547852,6361.464844,78112000,6361.464844,"2019-01-11"
"2019-01-14",6351.329102,6359.875,6302.395996,6336.116211,79731000,6336.116211,"2019-01-14"
"2019-01-15",6347.101074,6408.78418,6333.644043,6408.78418,95139900,6408.78418,"2019-01-15"
"2019-01-16",6417.130859,6425.940918,6385.589844,6413.359863,104252800,6413.359863,"2019-01-16"
"2019-01-17",6421.407227,6457.734863,6410.950195,6423.779785,99214400,6423.779785,"2019-01-17"
"2019-01-18",6444.212891,6452.558105,6409.095215,6448.155762,77604300,6448.155762,"2019-01-18"
"2019-01-21",6448.536133,6472.149902,6438.900879,6450.833984,101769000,6450.833984,"2019-01-21"
"2019-01-22",6452.604004,6468.562012,6416.592773,6468.562012,100776200,6468.562012,"2019-01-22"
"2019-01-23",6452.905762,6484.195801,6449.919922,6451.169922,109468500,6451.169922,"2019-01-23"
"2019-01-24",6451.256836,6478.883789,6446.582031,6466.654785,120391000,6466.654785,"2019-01-24"
"2019-01-25",6474.15918,6498.333984,6470.123047,6482.842773,92035400,6482.842773,"2019-01-25"
"2019-01-28",6488.901855,6501.085938,6433.819824,6458.711914,95548600,6458.711914,"2019-01-28"
"2019-01-29",6454.473145,6485.24707,6428.470215,6436.47998,73064200,6436.47998,"2019-01-29"
"2019-01-30",6445.40918,6464.926758,6435.417969,6464.188965,78683300,6464.188965,"2019-01-30"
"2019-01-31",6491.38916,6544.479004,6491.38916,6532.969238,104349100,6532.969238,"2019-01-31"
"2019-02-01",6552.057129,6581.731934,6516.436035,6538.638184,88866200,6538.638184,"2019-02-01"
"2019-02-04",6540.773926,6555.986816,6479.049805,6481.451172,89042000,6481.451172,"2019-02-04"
"2019-02-05",NA,NA,NA,NA,NA,NA,"2019-02-05"
"2019-02-06",6503.578125,6552.216797,6503.578125,6547.876953,106799500,6547.876953,"2019-02-06"
"2019-02-07",6556.115234,6563.981934,6517.225098,6536.457031,115112600,6536.457031,"2019-02-07"
"2019-02-08",6513.743164,6526.866211,6498.964844,6521.663086,96579400,6521.663086,"2019-02-08"
"2019-02-11",6523.702148,6535.178223,6494.125,6495.001953,94974200,6495.001953,"2019-02-11"
"2019-02-12",6503.050781,6513.102051,6392.236816,6426.325195,118209700,6426.325195,"2019-02-12"
"2019-02-13",6445.179199,6456.570801,6398.89209,6419.116211,122590200,6419.116211,"2019-02-13"
"2019-02-14",6429.131836,6446.335938,6402.430176,6420.018066,117183600,6420.018066,"2019-02-14"
"2019-02-15",6425.813965,6433.685059,6374.898926,6389.084961,98204900,6389.084961,"2019-02-15"
"2019-02-18",6428.275879,6501.027832,6425.916992,6497.814941,97765700,6497.814941,"2019-02-18"
"2019-02-19",6500.701172,6534.007813,6493.309082,6494.666992,98372900,6494.666992,"2019-02-19"
